Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
FAUCTION04300103916402014025309CA01,04/07/2021,03/08/2021,2014-025309-CA-01,2014025309CA01,Accepting Proxy,283819.8,0,315274,Specialized Loan Servicing LLC,Specialized Loan Servicing LLC,HIDDEN,3960 W 10 DR,HIALEAH,33012,04-3001-039-1640,0430010391640
FAUCTION24423201309002020000375CA01,04/07/2021,03/11/2021,2020-000375-CA-01,2020000375CA01,Accepting Proxy,395673.85,0,485000,MPN INC.,MPN INC.,HIDDEN,155 OCEAN LANE DR 611,KEY BISCAYNE,33149,24-4232-013-0900,2442320130900
FAUCTION30681300001812017018842CA01,04/07/2021,03/11/2021,2017-018842-CA-01,2017018842CA01,Accepting Proxy,724242.32,0,297041,DEUTSCHE BANK NATIONAL TRUST COMPANY ,DEUTSCHE BANK NATIONAL TRUST COMPANY ,HIDDEN,21725 SW 187 AVE,UNINCORPORATED COUNTY,33170,30-6813-000-0181,3068130000181
FAUCTION01312401325602020015020CA01,04/12/2021,03/10/2021,2020-015020-CA-01,2020015020CA01,Accepting Proxy,2678671.7,0,68788,City of Miami,City of Miami,HIDDEN,595 NW 52 ST,MIAMI,33127,01-3124-013-2560,0131240132560
FAUCTION30492600203402018033486CA01,04/12/2021,03/08/2021,2018-033486-CA-01,2018033486CA01,Accepting Proxy,501018.75,0,237843,WELLS FARGO BANK N A,WELLS FARGO BANK N A,HIDDEN,13423 SW 66 TER,MIAMI,33183,30-4926-002-0340,3049260020340
FAUCTION30123202912402018011048CA01,04/13/2021,03/10/2021,2018-011048-CA-01,2018011048CA01,Accepting Proxy,234236.33,0,182993,"Hemmasi, Renee","Hemmasi, Renee",HIDDEN,20667 NE 10 PATH,MIAMI,33179,30-1232-029-1240,3012320291240
FAUCTION20501000207602019018111CA01,04/13/2021,03/10/2021,2019-018111-CA-01,2019018111CA01,Accepting Proxy,945980.74,0,895397,"YELLOWSTONE INTERNATIONAL GROUP, INC.","YELLOWSTONE INTERNATIONAL GROUP, INC.",HIDDEN,7885 SW 117 ST,PINECREST,33156,20-5010-002-0760,2050100020760
FAUCTION02323414600502020017000CA01,04/13/2021,03/11/2021,2020-017000-CA-01,2020017000CA01,Accepting Proxy,342818.38,0,266200,"WILMINGTON SAVINGS FUND SOCIETY, FSB","WILMINGTON SAVINGS FUND SOCIETY, FSB",HIDDEN,1344 EUCLID AVE 5,MIAMI BEACH,33139,02-3234-146-0050,0232341460050
FAUCTION30310400318102020005725CA01,04/13/2021,03/11/2021,2020-005725-CA-01,2020005725CA01,Accepting Proxy,290851.7,0,208246,SUNNY MONDAY LLC,SUNNY MONDAY LLC,HIDDEN,3051 NW 95 TER,MIAMI,33147,30-3104-003-1810,3031040031810
FAUCTION28123508816702020019093CA01,04/13/2021,03/11/2021,2020-019093-CA-01,2020019093CA01,Accepting Proxy,307988.14,0,263000,BAC Florida Bank,BAC Florida Bank,HIDDEN,20000 E COUNTRY CLUB DR 414,AVENTURA,33180,28-1235-088-1670,2812350881670
FAUCTION30210603000802020013630CC23,04/14/2021,03/12/2021,2020-013630-CC-23,2020013630CC23,Canceled,9084.07,0,0,Monterey Master Owners Assn Of Dade County Inc,Monterey Master Owners Assn Of Dade County Inc,HIDDEN,,,,30-2106-030-0080,3021060300080
FAUCTION01312508840002020013709CC23,04/19/2021,03/08/2021,2020-013709-CC-23,2020013709CC23,Accepting Proxy,18540.75,0,272367,3401 Midtown Condo Assn Inc,3401 Midtown Condo Assn Inc,HIDDEN,121 NE 34 ST 1115,MIAMI,33137,01-3125-088-4000,0131250884000
FAUCTION04202707003802020007917CA01,04/19/2021,03/08/2021,2020-007917-CA-01,2020007917CA01,Accepting Proxy,206566.82,0,172268,US BANK TRUST NATIONAL ASSOCIATION,US BANK TRUST NATIONAL ASSOCIATION,HIDDEN,7101 W 24 AVE 39,HIALEAH,33016,04-2027-070-0380,0420270700380
