Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
FAUCTION30492801012302017020698CA01,04/12/2021,03/22/2021,2017-020698-CA-01,2017020698CA01,Canceled,494788,0,120743,VRMTG ASSET TRUST,VRMTG ASSET TRUST,HIDDEN,6220 SW 147 PL,MIAMI,33193,30-4928-010-1230,3049280101230
FAUCTION10791801415202020016514CA01,04/20/2021,03/22/2021,2020-016514-CA-01,2020016514CA01,Accepting Proxy,52640.98,0,0,US Bank National Association (Trustee),US Bank National Association (Trustee),HIDDEN,,,,10-7918-014-1520,1079180141520
FAUCTION07220903711202020005593CA01,04/20/2021,03/26/2021,2020-005593-CA-01,2020005593CA01,Accepting Proxy,635263.17,0,578100,BAC Florida Bank,BAC Florida Bank,HIDDEN,17301 BISCAYNE BLVD 806,NORTH MIAMI BEACH,33160,07-2209-037-1120,0722090371120
FAUCTION04202711308002020017734CA01,04/21/2021,03/25/2021,2020-017734-CA-01,2020017734CA01,Accepting Proxy,256370.5,0,99287,"HMC ASSETS, LLC ","HMC ASSETS, LLC ",257802.83,2730 W 76 ST 201,HIALEAH,33016,04-2027-113-0800,0420271130800
FAUCTION04202703804202009011072CA01,04/26/2021,03/23/2021,2009-011072-CA-01,2009011072CA01,Accepting Proxy,0,0,0,"Citimortgage Inc,","Citimortgage Inc,",HIDDEN,,,,04-2027-038-0420,0420270380420
FAUCTION35300700833002017024087CA01,04/27/2021,03/24/2021,2017-024087-CA-01,2017024087CA01,Accepting Proxy,5554.88,0,255000,"Islands at Doral Master Association, Inc.","Islands at Doral Master Association, Inc.",HIDDEN,10821 NW 80 LN,DORAL,33178,35-3007-008-3300,3530070083300
FAUCTION01413706345902020017361CA01,04/27/2021,03/25/2021,2020-017361-CA-01,2020017361CA01,Accepting Proxy,45380.13,0,850630,"Ivy Condominium Association, Inc (The)","Ivy Condominium Association, Inc (The)",HIDDEN,90 SW 3 ST PH-1,MIAMI,33130,01-4137-063-4590,0141370634590
FAUCTION01323106512502019006371CA01,04/27/2021,03/25/2021,2019-006371-CA-01,2019006371CA01,Accepting Proxy,379358.86,0,0,Opera Tower LLC,Opera Tower LLC,HIDDEN,,,,01-3231-065-1250,0132310651250
FAUCTION30213500200602020026921CA01,04/27/2021,03/25/2021,2020-026921-CA-01,2020026921CA01,Accepting Proxy,248928.35,0,0,US Bank National Association As Indenture Trustee,US Bank National Association As Indenture Trustee,HIDDEN,,,,30-2135-002-0060,3021350020060
FAUCTION30590301805202018029013CA01,04/27/2021,03/25/2021,2018-029013-CA-01,2018029013CA01,Accepting Proxy,61454.19,0,139285,BANK OF AMERICA NA,BANK OF AMERICA NA,HIDDEN,14210 SW 94 CIRCLE LN 102-35,MIAMI,33186,30-5903-018-0520,3059030180520
FAUCTION30310301907702020017836CA01,04/27/2021,03/26/2021,2020-017836-CA-01,2020017836CA01,Accepting Proxy,126925.97,0,127849,"Schonbrun (Tr), Harvey","Schonbrun (Tr), Harvey",HIDDEN,2036 NW 97 ST,MIAMI,33147,30-3103-019-0770,3031030190770
FAUCTION06212601631102020023218CA01,04/28/2021,03/26/2021,2020-023218-CA-01,2020023218CA01,Accepting Proxy,,0,0,U.S. BANK NATIONAL ASSOCIATION ,U.S. BANK NATIONAL ASSOCIATION ,HIDDEN,,,,06-2126-016-3110,0621260163110
FAUCTION02323307123502018034430CA01,05/03/2021,03/26/2021,2018-034430-CA-01,2018034430CA01,Accepting Proxy,,0,0,Mirador 1000 Condo Assn Inc,Mirador 1000 Condo Assn Inc,HIDDEN,,,,02-3233-071-2350,0232330712350
FAUCTION02420309604502020024862CA01,05/03/2021,03/25/2021,2020-024862-CA-01,2020024862CA01,Accepting Proxy,27234.64,0,0,Admiral Towers Condominium Inc,Admiral Towers Condominium Inc,HIDDEN,,,,02-4203-096-0450,0242030960450
FAUCTION06222710307802018011544CA01,05/03/2021,03/23/2021,2018-011544-CA-01,2018011544CA01,Accepting Proxy,389329.6,0,110118,WELLS FARGO BANK NA ,WELLS FARGO BANK NA ,HIDDEN,2640 NE 135 ST 417,NORTH MIAMI,33181,06-2227-103-0780,0622271030780
FAUCTION01420605605802018013767CA01,05/03/2021,03/22/2021,2018-013767-CA-01,2018013767CA01,Accepting Proxy,19753.76,0,189751,Brickell Key II Condominium Association Inc.,Brickell Key II Condominium Association Inc.,HIDDEN,540 BRICKELL KEY DR 1103,MIAMI,33131,01-4206-056-0580,0142060560580
FAUCTION01323106444302020011126CA01,05/03/2021,03/22/2021,2020-011126-CA-01,2020011126CA01,Accepting Proxy,356384.64,0,279680,"OCEAN BANK,","OCEAN BANK,",HIDDEN,1900 N BAYSHORE DR 3711,MIAMI,33132,01-3231-064-4430,0132310644430
