Database ID,Sale Date,Add Date,Case Number,Formatted Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
FAUCTION030493303001302019016942CA01,06/01/2021,05/17/2021,2019-016942-CA-01,2019016942CA01,Accepting Proxy,293462.09,0,50117,DITECH FINANCIAL LLC,DITECH FINANCIAL LLC,HIDDEN,8000 SW 149 AVE A104,MIAMI,33193,30-4933-030-0130,03049330300130
FAUCTION001420605216002020016589CC23,06/14/2021,05/18/2021,2020-016589-CC-23,2020016589CC23,Accepting Proxy,6303.28,0,226696,Brickell Key Master Assn Inc,Brickell Key Master Assn Inc,HIDDEN,520 BRICKELL KEY DR A-1011,MIAMI,33131,01-4206-052-1600,00142060521600
FAUCTION023320905309802018022135CA01,06/16/2021,05/17/2021,2018-022135-CA-01,2018022135CA01,Accepting Proxy,470406.43,0,304772,US ROF IV Legal Title Trust 2015-1 ,US ROF IV Legal Title Trust 2015-1 ,HIDDEN,7910 HARBOR ISLAND DR 1111,NORTH BAY VILLAGE,33141,23-3209-053-0980,02332090530980
FAUCTION030410801901602014018979CA01,06/22/2021,05/21/2021,2014-018979-CA-01,2014018979CA01,Accepting Proxy,380230.91,0,0,Ditech Financial LLC,Ditech Financial LLC,HIDDEN,,,,30-4108-019-0160,03041080190160
FAUCTION010791003400602020003698CA01,06/22/2021,05/17/2021,2020-003698-CA-01,2020003698CA01,Accepting Proxy,14125.56,0,284894,Avalon Place Homeowners Association Inc,Avalon Place Homeowners Association Inc,HIDDEN,4178 NE 20 ST,HOMESTEAD,33033,10-7910-034-0060,01079100340060
FAUCTION001413812702602020002410CA01,06/28/2021,05/17/2021,2020-002410-CA-01,2020002410CA01,Accepting Proxy,708531.04,0,714555,BankUnited NA,BankUnited NA,HIDDEN,175 SW 7 ST 1212,MIAMI,33130,01-4138-127-0260,00141381270260
FAUCTION030590301219102018041757CA01,06/29/2021,05/21/2021,2018-041757-CA-01,2018041757CA01,Accepting Proxy,337049.59,0,0,"Deutsche Bank National Trust Company, as Trustee f","Deutsche Bank National Trust Company, as Trustee f",HIDDEN,,,,30-5903-012-1910,03059030121910
FAUCTION036600902804902018020690CA01,07/06/2021,05/17/2021,2018-020690-CA-01,2018020690CA01,Accepting Proxy,220120.55,0,162651,"Wilmington Trust, National Association","Wilmington Trust, National Association",HIDDEN,20555 SW 93 AVE,CUTLER BAY,33189,36-6009-028-0490,03660090280490
FAUCTION030400408208202019019821CC05,07/06/2021,05/19/2021,2019-019821-CC-05,2019019821CC05,Accepting Proxy,16110.84,0,180000,"Keystone Courts Condominium Association, Inc.","Keystone Courts Condominium Association, Inc.",HIDDEN,9300 FONTAINEBLEAU BLVD E602,MIAMI,33172,30-4004-082-0820,03040040820820
FAUCTION007220700725402019031413CA01,07/06/2021,05/20/2021,2019-031413-CA-01,2019031413CA01,Accepting Proxy,87843.65,0,136981,HSBC BANK USA NA,HSBC BANK USA NA,HIDDEN,320 NE 172 ST,NORTH MIAMI BEACH,33162,07-2207-007-2540,00722070072540
