Sale Date,Add Date,Case Number,Database ID,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
03/11/2021,01/11/2021,2020A01159,TAXACT0142070013661,Accepting Proxy,0,2711.6,35237,,,HIDDEN,825 BRICKELL BAY DR,MIAMI,33131-2935,01-4207-001-3661,0142070013661
03/11/2021,01/11/2021,2020A01160,TAXACT0232230140150,Accepting Proxy,0,8118.3,106700,,,HIDDEN,4730 PINE TREE DR,MIAMI BEACH,33140-3167,02-3223-014-0150,0232230140150
03/11/2021,01/11/2021,2020A01166,TAXACT0141030300140,Accepting Proxy,0,13123.36,219729,,,HIDDEN,444 NW 23 PL,MIAMI,33125-4428,01-4103-030-0140,0141030300140
03/11/2021,01/11/2021,2020A01167,TAXACT0131260380480,Accepting Proxy,0,11686.22,146278,,,HIDDEN,1436 NW 35 ST,MIAMI,33142-5550,01-3126-038-0480,0131260380480
03/11/2021,01/11/2021,2020A01170,TAXACT0132180700340,Accepting Proxy,0,12280.51,157100,,,HIDDEN,680 NE 64 ST,MIAMI,33138-6208,01-3218-070-0340,0132180700340
03/11/2021,01/11/2021,2020A01188,TAXACT3530210200230,Accepting Proxy,0,8871.34,100462,,,HIDDEN,5300 NW 87 AVE,DORAL,33178-0000,35-3021-020-0230,3530210200230
03/11/2021,01/11/2021,2020A01189,TAXACT3530210202260,Accepting Proxy,0,8726.71,100462,,,HIDDEN,5300 NW 87 AVE,DORAL,33178-0000,35-3021-020-2260,3530210202260
03/11/2021,01/11/2021,2020A01190,TAXACT3530190070940,Accepting Proxy,0,12617.12,261650,,,HIDDEN,11484 NW 50 TER,DORAL,33178-3566,35-3019-007-0940,3530190070940
03/11/2021,01/11/2021,2020A01196,TAXACT0141213500180,Accepting Proxy,0,17569.26,206150,,,HIDDEN,3339 VIRGINIA ST,MIAMI,33133-6027,01-4121-350-0180,0141213500180
03/11/2021,01/11/2021,2020A01198,TAXACT0141391163910,Accepting Proxy,0,12118.12,204342,,,HIDDEN,60 SW 13 ST,MIAMI,33130-4312,01-4139-116-3910,0141391163910
